State,Year,State_Year,Gender,Leading_Cancer_Sites,Incidence_Counts,Incidence_Age_Adjusted_Rate,Death_Counts,Mortality_Age_Adjusted_Rate,Mortality_Incidence_Age_Adjusted_Rate_Ratio,Population,%_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,%_Low_birthweight,%_Adult_smoking,%_Adults_with_Obesity,%_Physically_Inactive,%_Excessive_Drinking,%_Uninsured,Primary_Care_Physicians_Rate,Mental_Health_Provider_Rate,%_With_Annual_Mammogram,%_Unemployed,%_Children_in_Poverty,Average_Daily_PM2.5,%_Severe_Housing_Problems,%_Adults_with_Diabetes,Median_Household_Income,%_Less_Than_18_Years_of_Age,%_65_and_Over,%_Black,%_American_Indian_&_Alaska_Native,%_Asian,%_Native_Hawaiian/Other_Pacific_Islander,%_Hispanic,%_Non_Hispanic_White,%_Female,%_Rural,Region
South Dakota,2018,South Dakota2018,Male,Colon and Rectum,231,46.22,91,18.04,0.39,443549,13.8,3.35,3.05,6.17,17.43,32.79,22.01,18.28,12.03,56.28,135.86,46.48,3.88,21.08,5.89,12.08,10.39,50095,25.15,19.15,0.78,14.33,0.77,0.06,3.13,79.76,49.35,78.15,Midwest
South Dakota,2018,South Dakota2018,Male,Lung and Bronchus,321,59.59,212,41.49,0.7,443549,13.8,3.35,3.05,6.17,17.43,32.79,22.01,18.28,12.03,56.28,135.86,46.48,3.88,21.08,5.89,12.08,10.39,50095,25.15,19.15,0.78,14.33,0.77,0.06,3.13,79.76,49.35,78.15,Midwest
South Dakota,2018,South Dakota2018,Male,Pancreas,75,13.64,60,10.72,0.79,443549,13.8,3.35,3.05,6.17,17.43,32.79,22.01,18.28,12.03,56.28,135.86,46.48,3.88,21.08,5.89,12.08,10.39,50095,25.15,19.15,0.78,14.33,0.77,0.06,3.13,79.76,49.35,78.15,Midwest
South Dakota,2019,South Dakota2019,Female,Colon and Rectum,210,35.95,77,12.57,0.35,439553,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2019,South Dakota2019,Female,Lung and Bronchus,360,58.44,218,35.03,0.6,439553,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2019,South Dakota2019,Female,Pancreas,53,9.25,56,9.48,1.03,439553,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2019,South Dakota2019,Male,Colon and Rectum,236,47.64,73,14.87,0.31,447574,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2019,South Dakota2019,Male,Lung and Bronchus,326,60.08,212,39.96,0.67,447574,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2019,South Dakota2019,Male,Pancreas,85,15.47,86,15.92,1.03,447574,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Female,Colon and Rectum,180,32.6,73,11.57,0.35,442058,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Female,Lung and Bronchus,285,45.55,189,30.0,0.66,442058,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Female,Pancreas,71,11.71,54,8.08,0.69,442058,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Male,Colon and Rectum,202,38.81,81,15.21,0.39,450659,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Male,Lung and Bronchus,289,52.1,183,33.67,0.65,450659,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Male,Pancreas,80,14.72,74,13.53,0.92,450659,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
Tennessee,2010,Tennessee2010,Female,Colon and Rectum,1523,38.91,596,14.84,0.38,3257576,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2010,Tennessee2010,Female,Lung and Bronchus,2424,61.56,1781,45.04,0.73,3257576,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2010,Tennessee2010,Female,Pancreas,418,10.71,383,9.69,0.9,3257576,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2010,Tennessee2010,Male,Colon and Rectum,1537,49.18,611,20.5,0.42,3097942,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2010,Tennessee2010,Male,Lung and Bronchus,3210,102.22,2634,86.52,0.85,3097942,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2010,Tennessee2010,Male,Pancreas,423,13.24,399,13.24,1.0,3097942,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Female,Colon and Rectum,1419,36.0,608,15.23,0.42,3281016,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Female,Lung and Bronchus,2440,60.59,1756,43.28,0.71,3281016,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Female,Pancreas,423,10.47,388,9.64,0.92,3281016,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Male,Colon and Rectum,1512,47.13,645,21.01,0.45,3119282,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Male,Lung and Bronchus,3156,96.66,2565,80.67,0.83,3119282,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Male,Pancreas,442,13.17,398,12.23,0.93,3119282,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2012,Tennessee2012,Female,Colon and Rectum,1454,36.32,548,13.41,0.37,3308185,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2012,Tennessee2012,Female,Lung and Bronchus,2585,62.61,1833,44.57,0.71,3308185,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2012,Tennessee2012,Female,Pancreas,448,10.92,394,9.44,0.86,3308185,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2012,Tennessee2012,Male,Colon and Rectum,1596,48.58,654,21.02,0.43,3147567,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2012,Tennessee2012,Male,Lung and Bronchus,3170,94.51,2526,77.39,0.82,3147567,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2012,Tennessee2012,Male,Pancreas,431,12.91,402,12.14,0.94,3147567,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2013,Tennessee2013,Female,Colon and Rectum,1423,34.83,553,13.23,0.38,3329087,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2013,Tennessee2013,Female,Lung and Bronchus,2533,60.65,1797,42.74,0.7,3329087,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2013,Tennessee2013,Female,Pancreas,478,11.37,432,10.21,0.9,3329087,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2013,Tennessee2013,Male,Colon and Rectum,1491,44.2,666,20.65,0.47,3167856,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2013,Tennessee2013,Male,Lung and Bronchus,3309,96.02,2518,74.34,0.77,3167856,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2013,Tennessee2013,Male,Pancreas,470,14.02,420,12.79,0.91,3167856,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2014,Tennessee2014,Female,Colon and Rectum,1534,37.35,557,13.19,0.35,3352533,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2014,Tennessee2014,Female,Lung and Bronchus,2614,60.73,1856,43.09,0.71,3352533,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2014,Tennessee2014,Female,Pancreas,478,11.02,471,10.91,0.99,3352533,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2014,Tennessee2014,Male,Colon and Rectum,1631,46.91,593,17.76,0.38,3192084,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2014,Tennessee2014,Male,Lung and Bronchus,3297,93.47,2578,74.78,0.8,3192084,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2014,Tennessee2014,Male,Pancreas,502,14.12,446,12.67,0.9,3192084,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2015,Tennessee2015,Female,Colon and Rectum,1478,34.97,570,13.22,0.38,3378397,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2015,Tennessee2015,Female,Lung and Bronchus,2874,65.57,1889,42.83,0.65,3378397,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2015,Tennessee2015,Female,Pancreas,457,10.52,387,8.83,0.84,3378397,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2015,Tennessee2015,Male,Colon and Rectum,1684,46.76,629,18.37,0.39,3216957,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2015,Tennessee2015,Male,Lung and Bronchus,3448,95.51,2466,69.89,0.73,3216957,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2015,Tennessee2015,Male,Pancreas,543,14.87,490,13.27,0.89,3216957,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2016,Tennessee2016,Female,Colon and Rectum,1545,35.95,567,12.88,0.36,3406813,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2016,Tennessee2016,Female,Lung and Bronchus,2731,60.31,1805,40.3,0.67,3406813,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2016,Tennessee2016,Female,Pancreas,502,11.31,419,9.29,0.82,3406813,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2016,Tennessee2016,Male,Colon and Rectum,1707,46.91,638,17.97,0.38,3244464,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2016,Tennessee2016,Male,Lung and Bronchus,3357,89.91,2532,70.4,0.78,3244464,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2016,Tennessee2016,Male,Pancreas,545,14.56,467,12.85,0.88,3244464,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2017,Tennessee2017,Female,Colon and Rectum,1516,35.01,558,12.32,0.35,3438006,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2017,Tennessee2017,Female,Lung and Bronchus,2920,63.09,1698,36.75,0.58,3438006,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2017,Tennessee2017,Female,Pancreas,502,10.97,450,9.8,0.89,3438006,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2017,Tennessee2017,Male,Colon and Rectum,1731,46.55,670,18.01,0.39,3276742,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2017,Tennessee2017,Male,Lung and Bronchus,3406,88.9,2303,61.25,0.69,3276742,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2017,Tennessee2017,Male,Pancreas,559,14.87,485,12.84,0.86,3276742,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2018,Tennessee2018,Female,Colon and Rectum,1496,33.94,535,11.65,0.34,3470870,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2018,Tennessee2018,Female,Lung and Bronchus,2995,62.86,1776,37.58,0.6,3470870,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2018,Tennessee2018,Female,Pancreas,563,12.18,470,10.04,0.82,3470870,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2018,Tennessee2018,Male,Colon and Rectum,1747,46.66,661,18.0,0.39,3307310,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2018,Tennessee2018,Male,Lung and Bronchus,3281,82.99,2159,55.55,0.67,3307310,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2018,Tennessee2018,Male,Pancreas,539,13.75,495,13.05,0.95,3307310,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2019,Tennessee2019,Female,Colon and Rectum,1515,33.68,580,12.5,0.37,3498429,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2019,Tennessee2019,Female,Lung and Bronchus,2923,59.99,1766,36.12,0.6,3498429,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2019,Tennessee2019,Female,Pancreas,513,10.8,474,9.94,0.92,3498429,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2019,Tennessee2019,Male,Colon and Rectum,1720,44.49,678,18.02,0.41,3331896,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2019,Tennessee2019,Male,Lung and Bronchus,3368,82.78,2285,57.67,0.7,3331896,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2019,Tennessee2019,Male,Pancreas,530,13.34,470,11.88,0.89,3331896,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2020,Tennessee2020,Female,Colon and Rectum,1393,30.93,544,11.57,0.37,3528814,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Tennessee,2020,Tennessee2020,Female,Lung and Bronchus,2616,52.2,1791,35.88,0.69,3528814,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Tennessee,2020,Tennessee2020,Female,Pancreas,524,10.87,475,9.76,0.9,3528814,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Tennessee,2020,Tennessee2020,Male,Colon and Rectum,1668,42.7,666,17.57,0.41,3358020,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Tennessee,2020,Tennessee2020,Male,Lung and Bronchus,2914,70.29,2183,53.52,0.76,3358020,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Tennessee,2020,Tennessee2020,Male,Pancreas,629,15.68,540,13.53,0.86,3358020,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Texas,2010,Texas2010,Female,Colon and Rectum,4198,33.57,1566,12.61,0.38,12721747,18.39,3.92,3.54,8.19,19.69,27.7,28.01,13.67,31.04,40.92,27.71,56.63,7.41,24.79,0.19,25.65,9.89,42171,25.53,15.4,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.9,South
Texas,2010,Texas2010,Female,Lung and Bronchus,5833,47.38,4113,33.69,0.71,12721747,18.39,3.92,3.54,8.19,19.69,27.7,28.01,13.67,31.04,40.92,27.71,56.63,7.41,24.79,0.19,25.65,9.89,42171,25.53,15.4,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.9,South
